,number_of_rooms,floor,area,latitude,longitude,price
2865,3,8,102,38.5507163,68.8305472,410000
2866,2,4,64,38.5834656,68.7891768,583680
2867,5,3,150,,,1207500
2868,5,7,113,,,831680
2869,1,8,50,38.5112209,68.73803769,350000
2870,2,3,55,38.5215622,68.74921245,416000
2871,6,18,170,,,1173000
2872,2,4,48,38.52874565,68.7448214,400000
2873,6,18,191,,,1317900
2874,2,7,60,38.5739136,68.7854047,585000
2875,3,9,65,38.54557415,68.82363702,549600
2876,1,5,45,,,476000
2877,1,9,43,38.5707484,68.7886955,308000
2878,4,8,150,38.54670385,68.74736905,1242000
2879,3,10,97,,,970000
2880,2,2,55,,,415000
2881,2,4,58,38.5266002,68.74827971,372000
2882,2,4,54,38.5389415,68.76361309,353000
2883,3,2,70,,,530000
2884,4,5,78,38.5849938,68.7245146,547000
2885,2,9,68,38.5623522,68.81128815,550400
2886,3,2,54,,,380000
2887,3,1,50,,,485000
2888,1,10,60,38.5707484,68.7886955,530000
2889,4,4,74,38.52874565,68.7448214,534000
2890,2,12,72,38.5266002,68.74827971,340000
2891,4,1,80,38.5215622,68.74921245,750000
2892,2,3,57,,,450000
2893,1,11,56,38.5853222,68.71890382,341000
2894,2,4,52,38.5112209,68.73803769,363000
2895,2,1,48,,,380000
2896,3,9,90,38.5853222,68.71890382,650000
2897,3,6,112,,,1254000
2898,1,12,89,,,1017000
2899,3,2,70,,,623000
2900,1,9,56,38.5615057,68.739065,340000
2901,2,16,67,,,366000
2902,2,8,62,38.52225355,68.74991794,558000
2903,1,11,44,,,456000
2904,1,16,59,38.5649497,68.8128106,280000
2905,3,5,110,38.5305762,68.7763022,690000
2906,1,15,64,,,431000
2907,2,6,86,38.58495025,68.76348722,1080000
2908,2,8,88,38.5736713,68.7948765,703000
2909,2,1,40,38.5305762,68.7763022,260000
2910,1,2,25,38.5305762,68.7763022,220000
2911,1,4,31,,,283000
2912,1,3,50,,,156000
2913,3,5,76,38.54557415,68.82363702,587000
2914,1,9,46,38.5507163,68.8305472,285000
2915,2,4,34,38.5427547,68.8685532,320000
2916,2,7,52,38.5305762,68.7763022,400000
2917,3,8,54,38.5688829,68.7908893,480000
2918,2,7,45,,,360000
2919,2,11,50,38.50599805,68.75511569,340000
2920,1,5,52,38.577858,68.7915239,500000
2921,4,12,120,,,881400
2922,4,3,80,38.53068645,68.74526128,655400
2923,2,11,87,38.5834656,68.7891768,700000
2924,3,1,53,38.55844695,68.74822573,450000
2925,2,2,55,38.52399065,68.74912566,480000
2926,3,5,110,38.5425835,68.81521424,1020000
2927,2,4,43,38.52399065,68.74912566,345000
2928,2,6,70,,,462840
2929,2,2,52,,,495000
2930,5,3,100,,,865000
2931,2,13,62,,,397000
2932,3,11,63,,,450000
2933,5,1,125,,,1280000
2934,3,12,75,38.5507163,68.8305472,400000
2935,1,14,62,38.5615057,68.739065,250000
2936,1,4,58,38.5615057,68.739065,385000
2937,3,8,50,,,685000
2938,2,13,50,38.5615057,68.739065,400000
2939,2,14,75,38.5507163,68.8305472,340000
2940,2,14,55,,,449000
2941,2,1,53,38.5208346,68.74790775,374500
2942,2,7,50,38.5305762,68.7763022,245000
2943,1,8,50,,,460000
2944,4,6,90,,,850000
2945,2,4,42,38.5112209,68.73803769,304999
2946,2,5,53,38.5305762,68.7763022,309999
2947,2,1,40,38.5635832,68.7537962,399000
2948,5,3,120,38.5100357,68.7339248,700000
2949,3,2,63,38.5112209,68.73803769,450000
2950,3,2,80,38.5615057,68.739065,604800
2951,1,4,28,38.5507163,68.8305472,445000
2952,3,1,70,38.5305762,68.7763022,547000
2953,1,5,48,,,138000
2954,2,5,52,38.5305762,68.7763022,420000
2955,2,6,44,38.5615057,68.739065,372000
2956,2,2,48,38.5305762,68.7763022,360000
2957,4,5,120,38.5112209,68.73803769,740000
2958,2,2,37,38.5887216,68.73026538,295000
2959,4,2,80,38.58569185,68.72512473,644000
2960,3,3,68,38.5615057,68.739065,665000
2961,2,11,62,38.562076,68.7984058,545000
2962,3,10,81,38.5871679,68.7869964,798000
2963,2,10,90,38.5686785,68.79479378,490000
2964,1,2,60,38.5507163,68.8305472,370000
2965,2,8,65,38.5112209,68.73803769,400000
2966,5,4,70,38.5305762,68.7763022,575000
2967,2,11,96,38.5296206,68.7473963,496800
2968,3,10,154,38.54670385,68.74736905,862000
2969,2,4,78,38.4881522,68.7153354,644000
2970,2,2,47,38.5234594,68.74951586,440000
2971,1,2,50,,,400000
2972,2,12,46,38.46467165,68.73892832,305000
2973,2,11,125,38.5425835,68.81521424,1150000
2974,4,4,85,38.5305762,68.7763022,530000
2975,2,2,60,38.52225355,68.74991794,445000
2976,3,3,103,38.5871679,68.7869964,800000
2977,1,1,42,38.54670385,68.74736905,385000
2978,2,2,60,,,445000
2979,3,1,53,38.5615057,68.739065,570000
2980,2,9,54,,,444600
2981,2,5,51,38.5871679,68.7869964,630000
2982,2,3,57,,,450000
2983,2,2,57,38.52399065,68.74912566,416100
2984,3,2,61,38.5635832,68.7537962,650000
2985,3,3,125,38.54557415,68.82363702,1400000
2986,3,5,65,38.5615057,68.739065,420000
2987,2,9,65,38.58980425,68.78555936,270000
2988,3,5,114,38.5507163,68.8305472,800000
2989,3,1,118,38.5871679,68.7869964,1335760
2990,2,8,60,38.5776615,68.7225776,341400
2991,1,15,41,38.5853222,68.71890382,150000
2992,3,6,97,38.5834656,68.7891768,780000
2993,2,17,97,,,669300
2994,2,10,53,38.5686948,68.773037,271000
2995,1,8,53,,,210000
2996,3,11,132,38.5853222,68.71890382,435000
2997,5,1,87,,,670000
2998,2,1,45,38.5305762,68.7763022,259000
2999,2,15,83,38.5631138,68.7919442,429525
3000,3,8,87,38.5208346,68.74790775,720000
3001,1,8,54,38.569521,68.7873603,533000
3002,4,7,180,38.5668499,68.7889752,1600000
3003,2,13,46,,,673000
3004,2,1,79,,,471000
3005,3,15,95,38.5507163,68.8305472,580000
3006,2,15,81,,,370000
3007,3,6,96,38.5808758,68.785979,965000
3008,2,2,84,38.5871679,68.7869964,350000
3009,2,9,75,38.5305762,68.7763022,430000
3010,2,4,87,38.5615057,68.739065,790000
3011,2,1,68,,,500000
3012,3,9,110,38.529454,68.7586895,1450000
3013,1,9,57,38.5507163,68.8305472,354500
3014,2,5,56,38.5425835,68.81521424,320000
3015,2,12,82,,,520000
3016,1,3,37,38.5305762,68.7763022,250000
3017,3,12,67,38.5305762,68.7763022,500000
3018,3,1,70,38.57248245,68.72973674,445000
3019,2,9,68,38.5640864,68.7852224,320000
3020,3,2,70,38.5615057,68.739065,545000
3021,1,11,50,,,320000
3022,5,10,139,,,943120
3023,2,4,52,38.5112209,68.73803769,367000
3024,1,5,68,38.5425835,68.81521424,386000
3025,1,4,55,,,442750
3026,3,2,80,38.5615057,68.739065,780000
3027,3,3,80,38.5853222,68.71890382,592800
3028,3,10,90,38.5234594,68.74951586,665000
3029,2,14,83,38.4881522,68.7153354,570000
3030,2,14,75,38.5853222,68.71890382,307000
3031,1,9,45,38.57144665,68.75630005,350000
3032,3,1,72,38.5853222,68.71890382,358000
3033,3,9,125,38.58495025,68.76348722,1020000
3034,1,12,72,38.58527165,68.72827396,320000
3035,3,3,107,38.529454,68.7586895,640000
3036,2,1,54,38.5215622,68.74921245,385000
3037,4,5,103,,,581950
3038,3,4,96,38.5686785,68.79479378,1313000
3039,3,4,50,,,1183350
3040,2,7,75,38.52225355,68.74991794,700000
3041,5,3,90,38.5208346,68.74790775,650000
3042,3,9,90,38.5853222,68.71890382,648000
3043,1,4,30,,,260000
3044,2,4,88,38.4881522,68.7153354,685000
3045,5,1,110,38.5112209,68.73803769,615000
3046,2,1,58,38.5776615,68.7225776,380000
3047,4,9,90,38.5849938,68.7245146,456000
3048,3,1,72,,,650000
3049,4,4,132,38.5704518,68.77644954,1650000
3050,4,11,75,,,339000
3051,1,4,32,38.5818824,68.7790901,265000
3052,1,14,55,38.5688829,68.7908893,326040
3053,3,6,62,,,500000
3054,1,3,44,38.5858337,68.793715,196000
3055,3,15,132,38.5871679,68.7869964,785000
3056,2,1,43,,,590000
3057,2,10,94,38.5858337,68.793715,972000
3058,3,11,112,38.5623522,68.81128815,650000
3059,2,9,65,38.5507163,68.8305472,550000
3060,2,8,75,,,422000
3061,2,14,72,38.58527165,68.72827396,400000
3062,3,13,53,38.58527165,68.72827396,350000
3063,3,3,115,38.5615057,68.739065,999000
3064,1,14,59,38.5832623,68.71074041,225900
3065,2,9,43,38.5858337,68.793715,165000
3066,2,13,118,38.5635832,68.7537962,538000
3067,3,11,117,,,1710000
3068,3,4,112,38.56238815,68.80941509,894000
3069,1,12,70,38.5754399,68.79299695,477000
3070,3,4,122,38.5707484,68.7886955,1322500
3071,3,7,94,,,855000
3072,4,1,80,38.5902908,68.73696025,690000
3073,4,2,87,38.5853222,68.71890382,630000
3074,2,1,42,38.5615057,68.739065,490000
3075,2,4,78,38.4881522,68.7153354,640000
3076,2,9,59,,,547000
3077,3,3,73,38.5507163,68.8305472,450000
3078,2,6,83,38.5305762,68.7763022,720000
3079,2,14,108,38.5507163,68.8305472,730000
3080,2,12,79,38.5871679,68.7869964,452000
3081,2,1,50,38.5615057,68.739065,520000
3082,3,7,100,38.5507163,68.8305472,880000
3083,1,4,45,38.5858337,68.793715,145000
3084,2,14,56,,,418000
3085,1,11,50,,,234000
3086,3,5,50,,,45000
3087,5,1,50,,,420000
3088,2,8,69,38.5305762,68.7763022,390000
3089,2,4,60,38.54670385,68.74736905,500000
3090,2,11,52,,,550000
3091,3,4,57,,,490000
3092,2,4,70,38.5635832,68.7537962,460000
3093,3,4,70,38.5635832,68.7537962,460000
3094,2,4,75,38.5635832,68.7537962,460000
3095,1,6,57,38.5853222,68.71890382,220000
3096,3,8,86,38.5215622,68.74921245,530000
3097,1,7,60,38.5635832,68.7537962,339000
3098,4,3,131,38.5834656,68.7891768,850000
3099,2,10,74,38.5832623,68.71074041,420000
3100,2,12,64,38.54557415,68.82363702,630000
3101,4,3,80,38.5305762,68.7763022,737000
3102,3,10,132,38.5834656,68.7891768,1000000
3103,1,5,50,,,145000
3104,2,13,44,38.5823233,68.74831405,300000
3105,3,6,106,38.5615057,68.739065,397000
3106,2,9,73,,,720000
3107,4,2,70,38.5776615,68.7225776,690000
3108,3,14,50,,,330000
3109,3,1,65,38.5615057,68.739065,450000
3110,2,12,85,38.5234594,68.74951586,500000
3111,2,13,50,38.5871679,68.7869964,760000
3112,3,5,114,38.5858337,68.793715,1185000
3113,4,1,108,38.5507163,68.8305472,487000
3114,1,3,43,38.5615057,68.739065,415000
3115,3,1,68,,,470000
3116,3,1,70,38.5305762,68.7763022,536000
3117,3,4,100,38.52225355,68.74991794,970000
3118,2,2,79,38.5540499,68.78854785,363000
3119,1,7,50,,,218000
3120,2,6,54,38.5615057,68.739065,366000
3121,3,8,85,,,545000
3122,1,12,43,38.5635832,68.7537962,380000
3123,2,7,58,38.5871679,68.7869964,542400
3124,2,12,50,38.5305762,68.7763022,380000
3125,2,10,72,,,670000
3126,3,6,64,38.52225355,68.74991794,499000
3127,2,5,78,38.5215622,68.74921245,435000
3128,2,3,58,38.5823233,68.74831405,260000
3129,3,9,98,,,1368000
3130,2,12,50,38.5305762,68.7763022,380000
3131,2,7,95,38.5853222,68.71890382,660000
3132,4,4,65,38.5208346,68.74790775,612700
3133,3,10,117,38.58495025,68.76348722,1200420
3134,3,11,120,38.5858337,68.793715,1603000
3135,1,3,49,38.5859732,68.7992707,580000
3136,2,5,70,,,700000
3137,2,4,86,38.5208346,68.74790775,440000
3138,2,14,58,38.5615057,68.739065,255000
3139,1,15,52,,,360000
3140,2,7,45,38.5826377,68.71973186,350000
3141,2,3,80,38.5507163,68.8305472,740000
3142,1,9,55,38.5507163,68.8305472,420000
3143,1,1,30,38.5507163,68.8305472,260000
3144,2,7,50,38.4881522,68.7153354,495000
3145,6,15,186,,,1283400
3146,2,4,72,38.54557415,68.82363702,500000
3147,1,4,60,38.5871679,68.7869964,342500
3148,3,9,70,38.525688,68.74927034,360000
3149,2,2,90,,,800000
3150,1,5,61,38.5615057,68.739065,240000
3151,2,14,52,38.5594023,68.8300744,452220
3152,2,14,54,38.5615057,68.739065,370000
3153,2,9,65,,,330000
3154,2,3,58,38.5615057,68.739065,490000
3155,1,8,60,,,270000
3156,1,8,67,,,305500
3157,2,8,73,,,1007000
3158,2,13,46,,,625000
3159,4,3,115,38.5707484,68.7886955,1140000
3160,3,4,55,38.5834656,68.7891768,430000
3161,2,12,95,38.5234594,68.74951586,541500
3162,2,1,38,38.5507163,68.8305472,390000
3163,2,13,60,38.5871679,68.7869964,600000
3164,2,9,107,,,604000
3165,1,7,62,38.5635832,68.7537962,419000
3166,2,10,88,,,768000
3167,2,8,76,38.58227975,68.76266008,370918
3168,2,9,50,38.5305762,68.7763022,320000
3169,3,5,74,38.5540499,68.78854785,330000
3170,5,1,100,38.5849938,68.7245146,695005
3171,2,8,55,38.5215622,68.74921245,403655
3172,3,7,85,38.5853222,68.71890382,545605
3173,4,11,176,38.562076,68.7984058,900540
3174,1,9,47,38.5507163,68.8305472,599000
3175,3,9,84,,,545000
3176,1,10,60,38.5858337,68.793715,285000
3177,2,15,60,38.5858337,68.793715,360000
3178,3,4,66,38.53068645,68.74526128,520000
3179,2,16,83,38.55014405,68.76102166,655000
3180,3,9,83,38.5208346,68.74790775,610000
3181,3,1,50,38.5635832,68.7537962,400000
3182,3,5,85,38.5305762,68.7763022,712000
3183,4,16,121,38.5305762,68.7763022,590000
3184,4,4,90,38.5853222,68.71890382,775000
3185,2,7,73,38.5853222,68.71890382,390000
3186,1,2,33,38.5112209,68.73803769,169290
3187,1,8,48,38.5425835,68.81521424,410000
3188,2,4,58,38.54670385,68.74736905,435000
3189,2,2,65,38.5208346,68.74790775,580000
3190,3,2,70,38.52399065,68.74912566,535000
3191,1,1,35,38.52225355,68.74991794,348000
3192,3,1,53,38.5425835,68.81521424,621500
3193,3,3,78,38.5871679,68.7869964,875000
3194,3,5,50,,,835000
3195,4,2,84,,,690000
3196,3,1,75,38.5615057,68.739065,465000
3197,2,9,54,,,445000
3198,3,4,75,,,900000
3199,1,10,49,,,375000
3200,3,1,110,,,410000
3201,3,2,110,,,1000000
3202,3,14,75,38.54557415,68.82363702,570000
3203,1,6,32,38.5615057,68.739065,145000
3204,3,6,75,38.5853222,68.71890382,520000
3205,3,9,106,38.5871679,68.7869964,1135000
3206,2,2,48,,,479000
3207,4,3,135,38.54670385,68.74736905,1282550
3208,4,9,148,38.58495025,68.76348722,1884100
3209,4,5,65,38.5215622,68.74921245,470000
3210,2,8,56,38.5507163,68.8305472,290000
3211,3,6,86,,,800000
3212,1,18,41,38.5853222,68.71890382,120000
3213,2,13,54,38.58495025,68.76348722,615600
3214,3,2,105,,,1082000
3215,3,4,65,38.5635832,68.7537962,655000
3216,4,7,90,,,615600
3217,2,14,83,38.5858337,68.793715,593024
3218,3,12,131,38.5507163,68.8305472,777500
3219,2,14,54,,,567500
3220,3,3,80,38.5234594,68.74951586,693500
3221,3,8,85,,,626000
3222,3,3,100,38.54670385,68.74736905,859000
3223,2,1,60,,,538000
3224,4,2,82,38.5305762,68.7763022,685000
3225,2,4,37,38.5575994,68.76368975,395000
3226,3,12,89,38.5598881,68.7943138,950000
3227,3,5,103,38.5507163,68.8305472,750000
3228,2,8,60,,,615000
3229,3,1,50,,,513000
3230,2,4,52,38.54670385,68.74736905,445000
3231,3,1,54,38.5427547,68.8685532,410400
3232,2,4,54,38.5266002,68.74827971,320000
3233,1,7,54,38.5507163,68.8305472,380000
3234,2,1,54,38.5615057,68.739065,700000
3235,1,12,63,38.5615057,68.739065,299000
3236,2,3,36,,,280000
3237,2,3,36,,,280000
3238,1,13,60,,,408000
3239,1,6,40,,,160000
3240,2,5,78,,,410000
3241,2,6,86,,,660000
3242,4,7,150,38.52225355,68.74991794,950000
3243,2,3,96,38.5707484,68.7886955,750000
3244,3,6,130,38.52225355,68.74991794,1500000
3245,2,1,54,,,416000
3246,1,4,33,38.5100357,68.7339248,320000
3247,2,4,100,,,1824000
3248,3,5,86,,,912000
3249,3,12,66,,,862500
3250,3,12,143,,,855140
3251,2,5,65,38.5389415,68.76361309,337000
3252,3,5,75,38.5885533,68.7787884,476000
3253,2,7,50,38.52399065,68.74912566,430000
3254,1,18,75,,,517500
3255,1,10,60,38.5644634,68.7598051,272400
3256,3,7,102,38.5507163,68.8305472,903000
3257,3,1,200,,,1707000
3258,1,2,34,38.55966,68.7514043,295000
3259,2,3,50,38.55844695,68.74822573,297000
3260,3,12,78,38.5507163,68.8305472,680000
3261,4,8,100,38.57144665,68.75630005,678000
3262,2,3,68,38.5507163,68.8305472,354000
3263,4,9,147,,,1930000
3264,1,4,63,,,485000
3265,1,11,60,,,479000
3266,3,6,108,,,923000
3267,3,8,116,,,741000
3268,2,8,75,38.5535382,68.8460789,513000
3269,3,11,81,,,798000
3270,3,4,65,38.5575994,68.76368975,500000
3271,2,13,74,,,440000
3272,2,14,83,,,473000
3273,2,10,50,38.5736713,68.7948765,567000
3274,1,2,47,38.54670385,68.74736905,390000
3275,1,19,50,,,150000
3276,1,3,35,38.5507163,68.8305472,290000
3277,3,9,76,38.5425835,68.81521424,420000
3278,3,7,120,38.5871679,68.7869964,1150000
3279,2,14,56,,,422000
3280,4,5,80,38.5871679,68.7869964,1150000
3281,3,4,140,,,821100
3282,1,7,44,38.5858337,68.793715,260000
3283,3,2,56,38.5615057,68.739065,501600
3284,1,10,62,38.5305762,68.7763022,320000
3285,2,11,81,38.58980425,68.78555936,280000
3286,3,6,107,,,355000
3287,2,2,72,38.5208346,68.74790775,475000
3288,3,5,110,38.52171765,68.74869762,990000
3289,2,4,48,38.5887216,68.73026538,270000
3290,2,14,64,38.5853222,68.71890382,199000
3291,3,4,70,38.5234594,68.74951586,550000
3292,2,14,62,38.5635832,68.7537962,530000
3293,1,17,44,38.533662,68.6677214,280000
3294,1,11,52,38.5706843,68.7897228,299000
3295,2,2,42,38.5425835,68.81521424,455000
3296,2,1,70,38.58495025,68.76348722,5505000
3297,1,8,50,,,340500
3298,3,11,64,38.5871679,68.7869964,555000
3299,2,2,64,38.5112209,68.73803769,320000
3300,3,4,67,,,445000
3301,4,1,65,38.5305762,68.7763022,508500
3302,2,6,45,38.5615057,68.739065,449000
3303,4,2,93,38.565722,68.832796,630000
3304,2,10,50,,,240000
3305,3,16,78,38.5615057,68.739065,371100
3306,3,4,86,,,600000
3307,1,5,32,38.5615057,68.739065,250000
3308,2,7,50,,,228000
3309,2,2,65,38.5425835,68.81521424,485000
3310,3,16,80,38.5615057,68.739065,373000
3311,1,9,38,,,250000
3312,2,15,56,38.5615057,68.739065,422000
3313,2,3,53,38.5858337,68.793715,267000
3314,3,1,54,,,490000
3315,4,7,130,38.5507163,68.8305472,1750000
3316,3,4,45,,,300000
3317,1,2,30,38.5615057,68.739065,290000
3318,3,3,47,38.5215622,68.74921245,520000
3319,2,9,72,38.5507163,68.8305472,460000
3320,2,2,38,38.5635832,68.7537962,360000
3321,4,4,80,38.5615057,68.739065,695000
3322,2,11,50,38.5507163,68.8305472,550000
3323,3,7,78,38.5507163,68.8305472,785000
3324,2,2,47,38.5615057,68.739065,350000
3325,2,5,55,38.5615057,68.739065,385000
3326,2,4,50,,,250000
3327,3,1,70,38.5615057,68.739065,650000
3328,3,2,44,38.5615057,68.739065,380000
3329,4,5,63,38.5615057,68.739065,495000
3330,2,7,55,38.5615057,68.739065,565500
3331,1,4,46,38.533662,68.6677214,250000
3332,2,3,65,38.533662,68.6677214,350000
3333,1,8,44,38.5507163,68.8305472,450000
3334,3,9,50,,,390000
3335,2,8,50,,,280000
3336,3,3,92,38.5807112,68.7586383,698000
3337,3,4,56,38.5615057,68.739065,430200
3338,2,6,60,38.5615057,68.739065,470000
3339,2,6,42,,,1800000
3340,2,6,58,38.5615057,68.739065,330000
3341,3,6,70,,,530000
3342,2,8,56,38.56067835,68.7487056,360000
3343,4,6,111,38.563966,68.7969471,720000
3344,1,6,35,38.5615057,68.739065,300000
3345,3,4,57,38.5823233,68.74831405,475000
3346,2,14,56,,,421000
3347,4,4,76,38.52171765,68.74869762,670000
3348,3,4,72,38.5234594,68.74951586,542000
3349,2,15,52,38.5853222,68.71890382,370000
3350,1,11,67,38.5507163,68.8305472,404000
3351,2,11,68,38.563966,68.7969471,633000
3352,5,4,78,38.5305762,68.7763022,590000
3353,2,7,67,38.58527165,68.72827396,335000
3354,2,5,52,38.5305762,68.7763022,405000
3355,1,4,65,38.5507163,68.8305472,419000
3356,1,11,68,38.5871679,68.7869964,347000
3357,2,2,36,38.5615057,68.739065,290000
3358,2,5,50,38.5305762,68.7763022,410000
3359,3,4,60,38.5305762,68.7763022,580555
3360,3,4,68,38.5834656,68.7891768,610000
3361,1,17,46,,,236000
3362,3,9,125,38.58495025,68.76348722,1305000
3363,2,8,85,38.5507163,68.8305472,900000
3364,2,3,40,38.5615057,68.739065,340000
3365,1,4,43,38.5615057,68.739065,295000
3366,1,4,27,38.509434,68.73463477,200000
3367,3,4,65,38.5305762,68.7763022,610000
3368,3,1,50,,,250000
3369,1,13,43,38.5686582,68.7850622,306000
3370,3,12,146,,,946000
3371,3,4,80,38.54670385,68.74736905,800000
3372,1,7,43,38.5832623,68.71074041,350000
3373,4,4,75,,,565000
3374,1,2,23,38.5834656,68.7891768,220000
3375,3,2,120,,,1290300
3376,3,7,97,,,713920
3377,2,2,60,38.5615057,68.739065,627000
3378,2,9,50,,,335000
3379,2,1,42,38.5885533,68.7787884,270000
3380,4,6,90,38.5849938,68.7245146,700000
3381,3,2,50,,,604000
3382,3,2,74,,,625000
3383,2,9,50,,,455000
3384,2,5,45,38.5507163,68.8305472,170000
3385,2,4,91,38.5834656,68.7891768,595000
3386,3,10,83,38.5305762,68.7763022,398000
3387,2,6,43,38.5615057,68.739065,167000
3388,1,2,32,38.5305762,68.7763022,155000
3389,4,10,143,,,970250
3390,3,7,83,,,610880
3391,2,4,54,38.5305762,68.7763022,399000
3392,2,12,70,38.5823233,68.74831405,340000
3393,5,10,116,,,787060
3394,2,2,50,,,270000
3395,2,1,60,38.5615057,68.739065,410000
3396,2,15,67,38.5615057,68.739065,360000
3397,1,3,34,38.5615057,68.739065,170000
3398,5,14,123,,,848700
3399,1,3,32,38.5615057,68.739065,175000
3400,1,6,32,38.5305762,68.7763022,215000
3401,1,2,40,38.5305762,68.7763022,165000
3402,3,4,80,38.5615057,68.739065,540000
3403,2,2,52,38.5305762,68.7763022,240000
3404,2,6,45,38.5615057,68.739065,170000
3405,2,2,50,38.50599805,68.75511569,175000
3406,5,4,94,38.57144665,68.75630005,699999
3407,3,2,63,38.57159655,68.76501267,450000
3408,4,10,140,,,590000
3409,5,16,113,,,779700
3410,3,12,136,38.5858337,68.793715,1080000
3411,4,12,185,,,2230000
3412,2,7,42,38.55857825,68.79582022,225000
3413,2,7,67,38.58288255,68.7482971,375000
3414,1,4,34,38.52171765,68.74869762,320000
3415,1,1,29,38.55966,68.7514043,320000
3416,2,12,88,38.562076,68.7984058,570000
3417,2,7,80,38.52225355,68.74991794,580000
3418,3,1,77,38.5305762,68.7763022,569000
3419,3,20,128,38.563966,68.7969471,1368000
3420,2,15,95,38.58495025,68.76348722,535000
3421,1,11,74,,,460000
3422,2,18,96,,,662400
3423,1,14,74,,,510600
3424,2,11,53,38.5680967,68.7836254,678000
3425,2,4,85,,,1300000
3426,3,2,62,38.5871679,68.7869964,598900
3427,2,12,64,38.5644634,68.7598051,289280
3428,3,4,67,38.52399065,68.74912566,520000
3429,1,14,64,38.58227975,68.76266008,254240
3430,1,1,40,38.52225355,68.74991794,421800
3431,2,3,56,38.5305762,68.7763022,420000
3432,2,2,67,38.54670385,68.74736905,454800
3433,3,12,80,,,591245
3434,2,12,83,,,445000
3435,2,7,65,38.562076,68.7984058,690000
3436,1,18,64,,,331000
3437,1,6,86,38.58096865,68.79602633,745000
3438,1,8,64,38.5737759,68.8016005,478400
3439,3,2,131,38.4881522,68.7153354,1035000
3440,4,15,218,,,1880000
3441,4,5,125,,,862000
3442,4,8,120,38.5853222,68.71890382,690000
3443,2,2,51,38.5305762,68.7763022,445000
3444,2,14,98,,,617000
3445,2,2,60,38.52399065,68.74912566,500000
3446,2,11,79,38.5736713,68.7948765,576000
3447,3,4,68,38.5234594,68.74951586,535000
3448,3,2,78,,,558000
3449,1,5,50,38.5834656,68.7891768,370000
3450,3,3,57,,,500000
3451,3,5,63,38.5615057,68.739065,455000
3452,3,7,100,,,740000
3453,3,3,68,38.52171765,68.74869762,501600
3454,4,1,80,38.5208346,68.74790775,650000
3455,3,14,101,38.5427547,68.8685532,420000
3456,2,3,65,38.52225355,68.74991794,570000
3457,4,2,140,38.5208346,68.74790775,1564000
3458,3,6,100,38.5635832,68.7537962,852000
3459,3,2,115,38.5631138,68.7919442,1134000
3460,6,10,200,38.5635832,68.7537962,1560000
3461,1,9,49,38.5507163,68.8305472,250268
3462,3,5,75,38.5849938,68.7245146,627000
3463,1,13,54,,,342000
3464,2,4,55,,,535800
3465,2,14,77,,,456456
3466,3,2,90,,,684000
3467,4,8,100,38.5425835,68.81521424,694180
3468,2,6,74,,,647520
3469,3,12,76,38.58527165,68.72827396,475000
3470,3,7,70,,,741000
3471,3,4,60,,,473000
3472,2,3,75,,,558600
3473,2,4,45,,,415370
3474,3,2,74,,,649800
3475,2,15,50,,,512100
3476,2,16,50,38.4881522,68.7153354,604000
3477,3,3,174,,,1225500
3478,3,9,93,38.5305762,68.7763022,513000
3479,2,12,82,,,990000
3480,2,10,90,38.5871679,68.7869964,1350000
3481,2,5,54,,,558000
3482,3,18,145,38.58096865,68.79602633,1653000
3483,3,8,100,,,779000
3484,4,11,140,,,798000
3485,3,4,70,,,580000
3486,1,8,45,38.5832623,68.71074041,349000
3487,4,3,150,38.5208346,68.74790775,2025000
3488,3,3,108,38.5507163,68.8305472,1360000
3489,2,10,50,,,549000
3490,3,11,81,38.5615057,68.739065,399000
3491,3,11,107,38.5507163,68.8305472,676800
3492,3,4,60,,,466000
3493,3,1,63,38.5615057,68.739065,545000
3494,2,1,65,,,357000
3495,3,10,102,38.5540499,68.78854785,370464
3496,3,4,65,38.5305762,68.7763022,520000
3497,5,9,50,,,689700
3498,5,2,100,38.5305762,68.7763022,750000
3499,2,5,77,38.5615057,68.739065,420000
3500,2,3,45,38.5615057,68.739065,430000
3501,1,3,40,38.52225355,68.74991794,417000
3502,2,2,64,38.5853222,68.71890382,440000
3503,3,2,68,,,680000
3504,2,2,44,38.54557415,68.82363702,385000
3505,3,8,85,38.5621345,68.75583104,720000
3506,1,5,48,38.5507163,68.8305472,341000
3507,2,12,105,38.5507163,68.8305472,1244000
3508,5,3,50,,,840000
3509,2,12,54,38.52874565,68.7448214,450000
3510,2,11,63,38.5507163,68.8305472,287280
3511,3,10,108,38.5707484,68.7886955,670000
3512,3,15,50,,,504906
3513,3,5,87,38.5858337,68.793715,900000
3514,3,9,90,38.5853222,68.71890382,788900
3515,2,3,58,38.5688829,68.7908893,813600
3516,2,3,90,38.5688829,68.7908893,1231200
3517,2,3,90,38.5688829,68.7908893,1231200
3518,3,11,130,,,889200
3519,3,5,80,,,627000
3520,3,12,73,38.5624782,68.79915905,410000
3521,2,3,50,,,225325
3522,2,1,40,38.5305762,68.7763022,355000
3523,4,5,76,38.5305762,68.7763022,550000
3524,2,4,51,38.5858337,68.793715,499000
3525,1,1,35,,,260000
3526,2,3,68,38.5112209,68.73803769,390000
3527,4,4,85,38.5305762,68.7763022,570000
3528,2,3,49,,,175000
3529,2,5,80,,,290000
3530,1,7,50,38.58980425,68.78555936,110000
3531,2,10,81,38.58096865,68.79602633,810000
